Test ID,Test Suite,Test Case Name,Execution Time (ms),Status
APP-0069,MobileUIAutomator,Navigation_BottomBar_iteration_69,3531,PASSED
APP-0070,MobileUIAutomator,Navigation_BottomBar_iteration_70,4967,PASSED
APP-0071,MobileUIAutomator,Login_ScreenRender_iteration_71,7415,PASSED
APP-0072,MobileUIAutomator,Map_LoadNearbyDonors_iteration_72,5396,PASSED
APP-0073,MobileUIAutomator,PushNotification_Receive_iteration_73,7900,PASSED
APP-0074,MobileUIAutomator,Login_ScreenRender_iteration_74,5944,PASSED
APP-0075,MobileUIAutomator,DonorList_ScrollPerformance_iteration_75,5924,PASSED
APP-0076,MobileUIAutomator,Map_LoadNearbyDonors_iteration_76,6839,PASSED
APP-0077,MobileUIAutomator,Navigation_BottomBar_iteration_77,7302,PASSED
APP-0078,MobileUIAutomator,EmergencyForm_Validation_iteration_78,2183,PASSED
APP-0079,MobileUIAutomator,Map_LoadNearbyDonors_iteration_79,2353,PASSED
APP-0080,MobileUIAutomator,Navigation_BottomBar_iteration_80,6698,PASSED
APP-0081,MobileUIAutomator,Navigation_BottomBar_iteration_81,3103,PASSED
APP-0082,MobileUIAutomator,AppLaunch_SplashScreen_iteration_82,6688,PASSED
APP-0083,MobileUIAutomator,Navigation_BottomBar_iteration_83,2458,PASSED
APP-0084,MobileUIAutomator,Navigation_BottomBar_iteration_84,4115,PASSED
APP-0085,MobileUIAutomator,Navigation_BottomBar_iteration_85,6232,PASSED
APP-0086,MobileUIAutomator,EmergencyForm_Validation_iteration_86,6909,PASSED
APP-0087,MobileUIAutomator,AppLaunch_SplashScreen_iteration_87,7894,PASSED
APP-0088,MobileUIAutomator,Profile_EditDetails_iteration_88,2702,PASSED
APP-0089,MobileUIAutomator,Map_LoadNearbyDonors_iteration_89,5679,PASSED
APP-0090,MobileUIAutomator,DonorList_ScrollPerformance_iteration_90,5945,PASSED
APP-0091,MobileUIAutomator,Navigation_BottomBar_iteration_91,3797,PASSED
APP-0092,MobileUIAutomator,EmergencyForm_Validation_iteration_92,6922,PASSED
APP-0093,MobileUIAutomator,Navigation_BottomBar_iteration_93,6773,PASSED
APP-0094,MobileUIAutomator,Navigation_BottomBar_iteration_94,7105,PASSED
APP-0095,MobileUIAutomator,Profile_EditDetails_iteration_95,3373,PASSED
APP-0096,MobileUIAutomator,PushNotification_Receive_iteration_96,5714,PASSED
APP-0097,MobileUIAutomator,Login_ScreenRender_iteration_97,3882,PASSED
APP-0098,MobileUIAutomator,EmergencyForm_Validation_iteration_98,5157,PASSED
APP-0099,MobileUIAutomator,Navigation_BottomBar_iteration_99,2889,PASSED
APP-0100,MobileUIAutomator,AppLaunch_SplashScreen_iteration_100,3657,PASSED
APP-0101,MobileUIAutomator,EmergencyForm_Validation_iteration_101,3225,PASSED
APP-0102,MobileUIAutomator,Login_ScreenRender_iteration_102,3453,PASSED
APP-0103,MobileUIAutomator,DonorList_ScrollPerformance_iteration_103,7036,PASSED
APP-0104,MobileUIAutomator,AppLaunch_SplashScreen_iteration_104,6353,PASSED
APP-0105,MobileUIAutomator,Login_ScreenRender_iteration_105,2763,PASSED
APP-0106,MobileUIAutomator,DonorList_ScrollPerformance_iteration_106,7401,PASSED
APP-0107,MobileUIAutomator,Navigation_BottomBar_iteration_107,6943,PASSED
APP-0108,MobileUIAutomator,AppLaunch_SplashScreen_iteration_108,7558,PASSED
APP-0109,MobileUIAutomator,EmergencyForm_Validation_iteration_109,6276,PASSED
APP-0110,MobileUIAutomator,EmergencyForm_Validation_iteration_110,5034,PASSED
APP-0111,MobileUIAutomator,AppLaunch_SplashScreen_iteration_111,7715,PASSED
APP-0112,MobileUIAutomator,EmergencyForm_Validation_iteration_112,3879,PASSED
APP-0113,MobileUIAutomator,DonorList_ScrollPerformance_iteration_113,5123,PASSED
APP-0114,MobileUIAutomator,PushNotification_Receive_iteration_114,6825,PASSED
APP-0115,MobileUIAutomator,Login_ScreenRender_iteration_115,5485,PASSED
APP-0116,MobileUIAutomator,Navigation_BottomBar_iteration_116,4085,PASSED
APP-0117,MobileUIAutomator,DonorList_ScrollPerformance_iteration_117,3904,PASSED
APP-0118,MobileUIAutomator,Login_ScreenRender_iteration_118,4320,PASSED
APP-0119,MobileUIAutomator,EmergencyForm_Validation_iteration_119,4111,PASSED
APP-0120,MobileUIAutomator,Map_LoadNearbyDonors_iteration_120,2044,PASSED
APP-0121,MobileUIAutomator,AppLaunch_SplashScreen_iteration_121,6734,PASSED
APP-0122,MobileUIAutomator,Login_ScreenRender_iteration_122,6257,PASSED
APP-0123,MobileUIAutomator,AppLaunch_SplashScreen_iteration_123,5072,PASSED
APP-0124,MobileUIAutomator,Map_LoadNearbyDonors_iteration_124,7634,PASSED
APP-0125,MobileUIAutomator,PushNotification_Receive_iteration_125,5349,PASSED
APP-0126,MobileUIAutomator,PushNotification_Receive_iteration_126,2873,PASSED
APP-0127,MobileUIAutomator,Navigation_BottomBar_iteration_127,5490,PASSED
APP-0128,MobileUIAutomator,Profile_EditDetails_iteration_128,4140,PASSED
APP-0129,MobileUIAutomator,EmergencyForm_Validation_iteration_129,6625,PASSED
APP-0130,MobileUIAutomator,PushNotification_Receive_iteration_130,7012,PASSED
APP-0131,MobileUIAutomator,Profile_EditDetails_iteration_131,7575,PASSED
APP-0132,MobileUIAutomator,EmergencyForm_Validation_iteration_132,3668,PASSED
APP-0133,MobileUIAutomator,EmergencyForm_Validation_iteration_133,6522,PASSED
APP-0134,MobileUIAutomator,DonorList_ScrollPerformance_iteration_134,3464,PASSED
APP-0135,MobileUIAutomator,PushNotification_Receive_iteration_135,6580,PASSED
APP-0136,MobileUIAutomator,DonorList_ScrollPerformance_iteration_136,4078,PASSED
APP-0137,MobileUIAutomator,Profile_EditDetails_iteration_137,6732,PASSED
APP-0138,MobileUIAutomator,PushNotification_Receive_iteration_138,7779,PASSED
APP-0139,MobileUIAutomator,EmergencyForm_Validation_iteration_139,3131,PASSED
APP-0140,MobileUIAutomator,Login_ScreenRender_iteration_140,3882,PASSED
APP-0141,MobileUIAutomator,DonorList_ScrollPerformance_iteration_141,7728,PASSED
APP-0142,MobileUIAutomator,Navigation_BottomBar_iteration_142,2821,PASSED
APP-0143,MobileUIAutomator,Map_LoadNearbyDonors_iteration_143,6164,PASSED
APP-0144,MobileUIAutomator,EmergencyForm_Validation_iteration_144,4772,PASSED
APP-0145,MobileUIAutomator,AppLaunch_SplashScreen_iteration_145,3316,PASSED
APP-0146,MobileUIAutomator,EmergencyForm_Validation_iteration_146,7209,PASSED
APP-0147,MobileUIAutomator,AppLaunch_SplashScreen_iteration_147,2746,PASSED
APP-0148,MobileUIAutomator,Navigation_BottomBar_iteration_148,5863,PASSED
APP-0149,MobileUIAutomator,EmergencyForm_Validation_iteration_149,2722,PASSED
APP-0150,MobileUIAutomator,Login_ScreenRender_iteration_150,4155,PASSED
APP-0151,MobileUIAutomator,Map_LoadNearbyDonors_iteration_151,5037,PASSED
APP-0152,MobileUIAutomator,Login_ScreenRender_iteration_152,6989,PASSED
APP-0153,MobileUIAutomator,AppLaunch_SplashScreen_iteration_153,7935,PASSED
APP-0154,MobileUIAutomator,EmergencyForm_Validation_iteration_154,5282,PASSED
APP-0155,MobileUIAutomator,Profile_EditDetails_iteration_155,7829,PASSED
APP-0156,MobileUIAutomator,AppLaunch_SplashScreen_iteration_156,3435,PASSED
APP-0157,MobileUIAutomator,DonorList_ScrollPerformance_iteration_157,5596,PASSED
APP-0158,MobileUIAutomator,AppLaunch_SplashScreen_iteration_158,3652,PASSED
APP-0159,MobileUIAutomator,Profile_EditDetails_iteration_159,3595,PASSED
APP-0160,MobileUIAutomator,AppLaunch_SplashScreen_iteration_160,6911,PASSED
APP-0161,MobileUIAutomator,Map_LoadNearbyDonors_iteration_161,7039,PASSED
APP-0162,MobileUIAutomator,Navigation_BottomBar_iteration_162,7521,PASSED
APP-0163,MobileUIAutomator,AppLaunch_SplashScreen_iteration_163,4946,PASSED
APP-0164,MobileUIAutomator,Map_LoadNearbyDonors_iteration_164,7365,PASSED
APP-0165,MobileUIAutomator,AppLaunch_SplashScreen_iteration_165,3289,PASSED
APP-0166,MobileUIAutomator,Login_ScreenRender_iteration_166,4260,PASSED
APP-0167,MobileUIAutomator,EmergencyForm_Validation_iteration_167,4892,PASSED
APP-0168,MobileUIAutomator,EmergencyForm_Validation_iteration_168,5321,PASSED
APP-0169,MobileUIAutomator,Map_LoadNearbyDonors_iteration_169,6241,PASSED
APP-0170,MobileUIAutomator,AppLaunch_SplashScreen_iteration_170,7764,PASSED
APP-0171,MobileUIAutomator,Login_ScreenRender_iteration_171,2738,PASSED
APP-0172,MobileUIAutomator,Profile_EditDetails_iteration_172,7948,PASSED
APP-0173,MobileUIAutomator,PushNotification_Receive_iteration_173,4846,PASSED
APP-0174,MobileUIAutomator,Profile_EditDetails_iteration_174,3853,PASSED
APP-0175,MobileUIAutomator,Map_LoadNearbyDonors_iteration_175,5725,PASSED
APP-0176,MobileUIAutomator,EmergencyForm_Validation_iteration_176,6709,PASSED
APP-0177,MobileUIAutomator,AppLaunch_SplashScreen_iteration_177,4138,PASSED
APP-0178,MobileUIAutomator,Navigation_BottomBar_iteration_178,5335,PASSED
APP-0179,MobileUIAutomator,Login_ScreenRender_iteration_179,6576,PASSED
APP-0180,MobileUIAutomator,Login_ScreenRender_iteration_180,6121,PASSED
APP-0181,MobileUIAutomator,Profile_EditDetails_iteration_181,4785,PASSED
APP-0182,MobileUIAutomator,Login_ScreenRender_iteration_182,6204,PASSED
APP-0183,MobileUIAutomator,Profile_EditDetails_iteration_183,6406,PASSED
APP-0184,MobileUIAutomator,Profile_EditDetails_iteration_184,7686,PASSED
APP-0185,MobileUIAutomator,DonorList_ScrollPerformance_iteration_185,5089,PASSED
APP-0186,MobileUIAutomator,DonorList_ScrollPerformance_iteration_186,3992,PASSED
APP-0187,MobileUIAutomator,PushNotification_Receive_iteration_187,5758,PASSED
APP-0188,MobileUIAutomator,DonorList_ScrollPerformance_iteration_188,6807,PASSED
APP-0189,MobileUIAutomator,AppLaunch_SplashScreen_iteration_189,5948,PASSED
APP-0190,MobileUIAutomator,Login_ScreenRender_iteration_190,4112,PASSED
APP-0191,MobileUIAutomator,Login_ScreenRender_iteration_191,5134,PASSED
APP-0192,MobileUIAutomator,Map_LoadNearbyDonors_iteration_192,7545,PASSED
APP-0193,MobileUIAutomator,Map_LoadNearbyDonors_iteration_193,4586,PASSED
APP-0194,MobileUIAutomator,EmergencyForm_Validation_iteration_194,4892,PASSED
APP-0195,MobileUIAutomator,AppLaunch_SplashScreen_iteration_195,7741,PASSED
APP-0196,MobileUIAutomator,Profile_EditDetails_iteration_196,4033,PASSED
APP-0197,MobileUIAutomator,Profile_EditDetails_iteration_197,2761,PASSED
APP-0198,MobileUIAutomator,EmergencyForm_Validation_iteration_198,7518,PASSED
APP-0199,MobileUIAutomator,PushNotification_Receive_iteration_199,2622,PASSED
APP-0200,MobileUIAutomator,Navigation_BottomBar_iteration_200,5903,PASSED
APP-0201,MobileUIAutomator,PushNotification_Receive_iteration_201,4896,PASSED
APP-0202,MobileUIAutomator,Map_LoadNearbyDonors_iteration_202,6699,PASSED
APP-0203,MobileUIAutomator,Profile_EditDetails_iteration_203,3497,PASSED
APP-0204,MobileUIAutomator,Map_LoadNearbyDonors_iteration_204,6087,PASSED
APP-0205,MobileUIAutomator,Map_LoadNearbyDonors_iteration_205,3923,PASSED
APP-0206,MobileUIAutomator,Map_LoadNearbyDonors_iteration_206,4174,PASSED
APP-0207,MobileUIAutomator,Map_LoadNearbyDonors_iteration_207,3877,PASSED
APP-0208,MobileUIAutomator,Map_LoadNearbyDonors_iteration_208,4045,PASSED
APP-0209,MobileUIAutomator,PushNotification_Receive_iteration_209,3277,PASSED
APP-0210,MobileUIAutomator,Login_ScreenRender_iteration_210,2982,PASSED
APP-0211,MobileUIAutomator,Login_ScreenRender_iteration_211,7536,PASSED
APP-0212,MobileUIAutomator,DonorList_ScrollPerformance_iteration_212,7028,PASSED
APP-0213,MobileUIAutomator,AppLaunch_SplashScreen_iteration_213,6435,PASSED
APP-0214,MobileUIAutomator,AppLaunch_SplashScreen_iteration_214,5950,PASSED
APP-0215,MobileUIAutomator,PushNotification_Receive_iteration_215,7084,PASSED
APP-0216,MobileUIAutomator,PushNotification_Receive_iteration_216,6033,PASSED
APP-0217,MobileUIAutomator,Profile_EditDetails_iteration_217,6020,PASSED
APP-0218,MobileUIAutomator,Navigation_BottomBar_iteration_218,6187,PASSED
APP-0219,MobileUIAutomator,Profile_EditDetails_iteration_219,5259,PASSED
APP-0220,MobileUIAutomator,Map_LoadNearbyDonors_iteration_220,6724,PASSED
APP-0221,MobileUIAutomator,Navigation_BottomBar_iteration_221,2443,PASSED
APP-0222,MobileUIAutomator,EmergencyForm_Validation_iteration_222,5918,PASSED
APP-0223,MobileUIAutomator,AppLaunch_SplashScreen_iteration_223,6116,PASSED
APP-0224,MobileUIAutomator,PushNotification_Receive_iteration_224,5225,PASSED
APP-0225,MobileUIAutomator,Navigation_BottomBar_iteration_225,5745,PASSED
APP-0226,MobileUIAutomator,Login_ScreenRender_iteration_226,7720,PASSED
APP-0227,MobileUIAutomator,DonorList_ScrollPerformance_iteration_227,4585,PASSED
APP-0228,MobileUIAutomator,AppLaunch_SplashScreen_iteration_228,2096,PASSED
APP-0229,MobileUIAutomator,Map_LoadNearbyDonors_iteration_229,5108,PASSED
APP-0230,MobileUIAutomator,Login_ScreenRender_iteration_230,4665,PASSED
APP-0231,MobileUIAutomator,PushNotification_Receive_iteration_231,7019,PASSED
APP-0232,MobileUIAutomator,Profile_EditDetails_iteration_232,3533,PASSED
APP-0233,MobileUIAutomator,Profile_EditDetails_iteration_233,3942,PASSED
APP-0234,MobileUIAutomator,Profile_EditDetails_iteration_234,5861,PASSED
APP-0235,MobileUIAutomator,PushNotification_Receive_iteration_235,4997,PASSED
APP-0236,MobileUIAutomator,Navigation_BottomBar_iteration_236,6085,PASSED
APP-0237,MobileUIAutomator,EmergencyForm_Validation_iteration_237,3724,PASSED
APP-0238,MobileUIAutomator,EmergencyForm_Validation_iteration_238,7740,PASSED
APP-0239,MobileUIAutomator,PushNotification_Receive_iteration_239,4990,PASSED
APP-0240,MobileUIAutomator,EmergencyForm_Validation_iteration_240,4290,PASSED
APP-0241,MobileUIAutomator,DonorList_ScrollPerformance_iteration_241,3473,PASSED
APP-0242,MobileUIAutomator,Navigation_BottomBar_iteration_242,6717,PASSED
APP-0243,MobileUIAutomator,Map_LoadNearbyDonors_iteration_243,2818,PASSED
APP-0244,MobileUIAutomator,Profile_EditDetails_iteration_244,3931,PASSED
APP-0245,MobileUIAutomator,EmergencyForm_Validation_iteration_245,5120,PASSED
APP-0246,MobileUIAutomator,Map_LoadNearbyDonors_iteration_246,3194,PASSED
APP-0247,MobileUIAutomator,Navigation_BottomBar_iteration_247,5874,PASSED
APP-0248,MobileUIAutomator,AppLaunch_SplashScreen_iteration_248,3446,PASSED
APP-0249,MobileUIAutomator,EmergencyForm_Validation_iteration_249,6092,PASSED
APP-0250,MobileUIAutomator,Navigation_BottomBar_iteration_250,7166,PASSED
APP-0251,MobileUIAutomator,PushNotification_Receive_iteration_251,5986,PASSED
APP-0252,MobileUIAutomator,Profile_EditDetails_iteration_252,4055,PASSED
APP-0253,MobileUIAutomator,AppLaunch_SplashScreen_iteration_253,5263,PASSED
APP-0254,MobileUIAutomator,Login_ScreenRender_iteration_254,7656,PASSED
APP-0255,MobileUIAutomator,Navigation_BottomBar_iteration_255,2491,PASSED
APP-0256,MobileUIAutomator,Map_LoadNearbyDonors_iteration_256,4083,PASSED
APP-0257,MobileUIAutomator,DonorList_ScrollPerformance_iteration_257,7159,PASSED
APP-0258,MobileUIAutomator,Login_ScreenRender_iteration_258,5685,PASSED
APP-0259,MobileUIAutomator,PushNotification_Receive_iteration_259,4128,PASSED
APP-0260,MobileUIAutomator,PushNotification_Receive_iteration_260,4951,PASSED
APP-0261,MobileUIAutomator,Profile_EditDetails_iteration_261,4819,PASSED
APP-0262,MobileUIAutomator,AppLaunch_SplashScreen_iteration_262,5373,PASSED
APP-0263,MobileUIAutomator,Login_ScreenRender_iteration_263,4876,PASSED
APP-0264,MobileUIAutomator,Map_LoadNearbyDonors_iteration_264,6725,PASSED
APP-0265,MobileUIAutomator,Navigation_BottomBar_iteration_265,4331,PASSED
APP-0266,MobileUIAutomator,PushNotification_Receive_iteration_266,4663,PASSED
APP-0267,MobileUIAutomator,DonorList_ScrollPerformance_iteration_267,5661,PASSED
APP-0268,MobileUIAutomator,Login_ScreenRender_iteration_268,5121,PASSED
APP-0269,MobileUIAutomator,Profile_EditDetails_iteration_269,5799,PASSED
APP-0270,MobileUIAutomator,Navigation_BottomBar_iteration_270,3372,PASSED
APP-0271,MobileUIAutomator,PushNotification_Receive_iteration_271,5455,PASSED
APP-0272,MobileUIAutomator,EmergencyForm_Validation_iteration_272,2584,PASSED
APP-0273,MobileUIAutomator,Login_ScreenRender_iteration_273,3327,PASSED
APP-0274,MobileUIAutomator,PushNotification_Receive_iteration_274,3869,PASSED
APP-0275,MobileUIAutomator,PushNotification_Receive_iteration_275,4595,PASSED
APP-0276,MobileUIAutomator,Profile_EditDetails_iteration_276,7819,PASSED
APP-0277,MobileUIAutomator,Profile_EditDetails_iteration_277,6959,PASSED
APP-0278,MobileUIAutomator,EmergencyForm_Validation_iteration_278,4222,PASSED
APP-0279,MobileUIAutomator,DonorList_ScrollPerformance_iteration_279,4975,PASSED
APP-0280,MobileUIAutomator,DonorList_ScrollPerformance_iteration_280,5391,PASSED
APP-0281,MobileUIAutomator,Navigation_BottomBar_iteration_281,3506,PASSED
APP-0282,MobileUIAutomator,AppLaunch_SplashScreen_iteration_282,3024,PASSED
APP-0283,MobileUIAutomator,Map_LoadNearbyDonors_iteration_283,7423,PASSED
APP-0284,MobileUIAutomator,Profile_EditDetails_iteration_284,7740,PASSED
APP-0285,MobileUIAutomator,Login_ScreenRender_iteration_285,3725,PASSED
APP-0286,MobileUIAutomator,Navigation_BottomBar_iteration_286,5252,PASSED
APP-0287,MobileUIAutomator,Login_ScreenRender_iteration_287,2782,PASSED
APP-0288,MobileUIAutomator,Login_ScreenRender_iteration_288,5876,PASSED
APP-0289,MobileUIAutomator,AppLaunch_SplashScreen_iteration_289,2215,PASSED
APP-0290,MobileUIAutomator,EmergencyForm_Validation_iteration_290,6292,PASSED
APP-0291,MobileUIAutomator,Login_ScreenRender_iteration_291,2851,PASSED
APP-0292,MobileUIAutomator,Profile_EditDetails_iteration_292,7063,PASSED
APP-0293,MobileUIAutomator,Navigation_BottomBar_iteration_293,2690,PASSED
APP-0294,MobileUIAutomator,EmergencyForm_Validation_iteration_294,4534,PASSED
APP-0295,MobileUIAutomator,Map_LoadNearbyDonors_iteration_295,4026,PASSED
APP-0296,MobileUIAutomator,Profile_EditDetails_iteration_296,5630,PASSED
APP-0297,MobileUIAutomator,Navigation_BottomBar_iteration_297,3075,PASSED
APP-0298,MobileUIAutomator,Navigation_BottomBar_iteration_298,2234,PASSED
APP-0299,MobileUIAutomator,AppLaunch_SplashScreen_iteration_299,7435,PASSED
APP-0300,MobileUIAutomator,PushNotification_Receive_iteration_300,4664,PASSED
APP-0301,MobileUIAutomator,DonorList_ScrollPerformance_iteration_301,5827,PASSED
APP-0302,MobileUIAutomator,Profile_EditDetails_iteration_302,6493,PASSED
APP-0303,MobileUIAutomator,DonorList_ScrollPerformance_iteration_303,3106,PASSED
APP-0304,MobileUIAutomator,Navigation_BottomBar_iteration_304,6840,PASSED
APP-0305,MobileUIAutomator,DonorList_ScrollPerformance_iteration_305,7169,PASSED
APP-0306,MobileUIAutomator,EmergencyForm_Validation_iteration_306,6288,PASSED
APP-0307,MobileUIAutomator,Profile_EditDetails_iteration_307,4844,PASSED
APP-0308,MobileUIAutomator,DonorList_ScrollPerformance_iteration_308,6420,PASSED
APP-0309,MobileUIAutomator,Map_LoadNearbyDonors_iteration_309,2733,PASSED
APP-0310,MobileUIAutomator,DonorList_ScrollPerformance_iteration_310,4522,PASSED
APP-0311,MobileUIAutomator,PushNotification_Receive_iteration_311,5376,PASSED
APP-0312,MobileUIAutomator,Profile_EditDetails_iteration_312,3275,PASSED
APP-0313,MobileUIAutomator,Profile_EditDetails_iteration_313,2086,PASSED
APP-0314,MobileUIAutomator,AppLaunch_SplashScreen_iteration_314,6287,PASSED
APP-0315,MobileUIAutomator,Navigation_BottomBar_iteration_315,4817,PASSED
APP-0316,MobileUIAutomator,Profile_EditDetails_iteration_316,5843,PASSED
APP-0317,MobileUIAutomator,AppLaunch_SplashScreen_iteration_317,7634,PASSED
APP-0318,MobileUIAutomator,DonorList_ScrollPerformance_iteration_318,5908,PASSED
APP-0319,MobileUIAutomator,Profile_EditDetails_iteration_319,2074,PASSED
APP-0320,MobileUIAutomator,EmergencyForm_Validation_iteration_320,4399,PASSED
APP-0321,MobileUIAutomator,Map_LoadNearbyDonors_iteration_321,2059,PASSED
APP-0322,MobileUIAutomator,PushNotification_Receive_iteration_322,3544,PASSED
APP-0323,MobileUIAutomator,EmergencyForm_Validation_iteration_323,6592,PASSED
APP-0324,MobileUIAutomator,EmergencyForm_Validation_iteration_324,5233,PASSED
APP-0325,MobileUIAutomator,Map_LoadNearbyDonors_iteration_325,3337,PASSED
APP-0326,MobileUIAutomator,EmergencyForm_Validation_iteration_326,5099,PASSED
APP-0327,MobileUIAutomator,Map_LoadNearbyDonors_iteration_327,4154,PASSED
APP-0328,MobileUIAutomator,Login_ScreenRender_iteration_328,5458,PASSED
APP-0329,MobileUIAutomator,Map_LoadNearbyDonors_iteration_329,6232,PASSED
APP-0330,MobileUIAutomator,Profile_EditDetails_iteration_330,4332,PASSED
APP-0331,MobileUIAutomator,Profile_EditDetails_iteration_331,5382,PASSED
APP-0332,MobileUIAutomator,Map_LoadNearbyDonors_iteration_332,2560,PASSED
APP-0333,MobileUIAutomator,Navigation_BottomBar_iteration_333,3119,PASSED
